model_name,price,manufacturing_year,engine_capacity,spare_key,transmission,km_driven,ownership,fuel_type,imperfections,repainted_parts
2014 Maruti Wagon R 1.0 VXI,304000,2014,998,Yes,Manual,42307,1,PETROL,11,0
2016 Maruti Swift VXI,493000,2016,1197,Yes,Manual,71405,1,PETROL,6,2
Hyundai Grand i10,520000,2017,1197,Yes,Manual,63260,2,PETROL,8,2
Volkswagen Ameo,220000,2017,1197,Yes,Manual,98652,2,PETROL,8,2
2020 Maruti S PRESSO VXI+,459000,2020,998,No,Manual,27608,1,PETROL,13,0
2022 Maruti Ciaz ALPHA 1.5 SHVS PETROL,997000,2022,1462,Yes,Manual,14772,1,PETROL,0,0
Renault Kwid,458000,2021,1197,Yes,Manual,11812,1,PETROL,8,2
Maruti Baleno,636000,2020,1197,Yes,Manual,73659,2,PETROL,8,2
Hyundai Creta,1106000,2018,1197,Yes,Manual,38650,1,DIESEL,8,2
Datsun Redi Go,213000,2017,1197,Yes,Manual,115401,1,PETROL,8,2
2016 Maruti Ciaz ZDI SHVS,661000,2016,1248,Yes,Manual,60384,2,DIESEL,15,3
Maruti Baleno,485000,2017,1197,Yes,Manual,100102,1,PETROL,8,2
Tata Tiago,618000,2020,1197,Yes,Manual,23116,1,PETROL,8,2
Maruti Ciaz,761000,2017,1197,Yes,Manual,71642,1,PETROL,8,2
2017 Maruti Baleno DELTA CVT PETROL 1.2,568000,2017,1197,No,Automatic,68932,1,PETROL,21,6
2017 Maruti Celerio VXI (O) CNG,378000,2017,998,Yes,Manual,78252,2,CNG,0,0
Hyundai i10,215000,2011,1197,Yes,Manual,97293,1,PETROL,8,2
Hyundai Grand i10,516000,2016,1197,Yes,Manual,60999,1,PETROL,8,2
2016 Maruti Ertiga VDI SHVS,832000,2016,1248,No,Manual,39774,1,DIESEL,7,1
2016 Maruti Celerio VXI AMT,386000,2016,998,No,Automatic,69973,2,PETROL,6,2
Volkswagen Polo,271000,2011,1197,Yes,Manual,117773,1,PETROL,8,2
Tata NEXON,989000,2020,1197,Yes,Manual,72812,2,PETROL,8,2
Maruti Swift,475000,2014,1197,Yes,Manual,71318,1,PETROL,8,2
Hyundai VENUE,927000,2020,1197,Yes,Manual,22814,2,PETROL,8,2
Maruti Baleno,603000,2017,1197,Yes,Manual,32343,1,PETROL,8,2
Toyota Glanza,805000,2019,1197,Yes,Manual,39014,1,PETROL,8,2
Maruti Celerio,477000,2021,1197,Yes,Manual,31605,1,PETROL,8,2
Maruti Ertiga,723000,2016,1197,Yes,Manual,93648,2,CNG,8,2
Hyundai Grand i10,458000,2015,1197,Yes,Manual,75409,1,CNG,8,2
Hyundai NEW SANTRO,476000,2020,1197,Yes,Manual,19168,1,PETROL,8,2
Honda Brio,455200,2015,1197,Yes,Manual,65394,1,PETROL,8,2
Honda Jazz,571000,2017,1197,Yes,Manual,60442,2,PETROL,8,2
Honda BR-V,825000,2018,1197,Yes,Manual,84334,2,PETROL,8,2
Hyundai i20,326000,2012,1197,Yes,Manual,24116,1,PETROL,8,2
Maruti Baleno,705000,2020,1197,Yes,Manual,23849,1,PETROL,8,2
Datsun Redi Go,276000,2016,1197,Yes,Manual,92449,1,PETROL,8,2
2014 Maruti Wagon R 1.0 LXI CNG,288000,2014,998,No,Manual,99498,2,CNG,19,2
Mahindra XUV 3OO,957000,2019,1197,Yes,Manual,40796,2,DIESEL,8,2
Maruti Wagon R 1.0,301000,2014,1197,Yes,Manual,76461,3,CNG,8,2
Hyundai VENUE,929000,2020,1197,Yes,Manual,50646,1,PETROL,8,2
Maruti Baleno,625000,2019,1197,Yes,Manual,14218,2,PETROL,8,2
Maruti S PRESSO,446000,2020,1197,Yes,Manual,16300,1,PETROL,8,2
Tata Tiago,512000,2018,1197,Yes,Manual,58648,1,PETROL,8,2
Renault Kwid,382000,2021,1197,Yes,Manual,42238,1,PETROL,8,2
Hyundai Elite i20,557000,2017,1197,Yes,Manual,81025,1,PETROL,8,2
Hyundai i10,292000,2011,1197,Yes,Manual,58834,1,PETROL,8,2
Ford FREESTYLE,613000,2018,1197,Yes,Manual,59005,1,DIESEL,8,2
Volkswagen Polo,589000,2017,1197,Yes,Manual,42658,3,PETROL,8,2
Maruti Alto K10,248000,2011,1197,Yes,Manual,69551,1,PETROL,8,2
2017 Maruti Baleno ZETA PETROL 1.2,513000,2017,1197,Yes,Manual,60499,1,PETROL,26,3
Volkswagen Vento,411000,2016,1197,Yes,Manual,69560,2,PETROL,8,2
2017 Maruti Eeco 5 STR WITH A/C+HTR,422000,2017,1196,Yes,Manual,93158,1,CNG,3,2
Maruti Swift,401000,2012,1197,Yes,Manual,32528,1,PETROL,8,2
Tata Tiago,402000,2018,1197,Yes,Manual,97937,1,PETROL,8,2
Maruti IGNIS,477000,2018,1197,Yes,Manual,55043,1,PETROL,8,2
Maruti IGNIS,448000,2017,1197,Yes,Manual,30125,2,PETROL,8,2
Honda Brio,283000,2013,1197,Yes,Manual,35781,2,PETROL,8,2
Hyundai VENUE,927000,2019,1197,Yes,Manual,40185,1,PETROL,8,2
Maruti Swift Dzire,359000,2016,1197,Yes,Manual,119236,1,PETROL,8,2
Skoda Rapid,1022000,2021,1197,Yes,Manual,36453,1,PETROL,8,2
Maruti New Wagon-R,674000,2022,1197,Yes,Manual,8408,1,CNG,8,2
Hyundai Grand i10,463000,2017,1197,Yes,Manual,63011,1,PETROL,8,2
Maruti Vitara Brezza,725000,2016,1197,Yes,Manual,61867,1,DIESEL,8,2
Hyundai i20,270000,2012,1197,Yes,Manual,95047,1,PETROL,8,2
2018 Maruti Ciaz ALPHA 1.5 SHVS PETROL,736000,2018,1462,Yes,Manual,73050,1,PETROL,23,1
2016 Maruti Baleno DELTA DIESEL 1.3,546000,2016,1248,Yes,Manual,62767,1,DIESEL,9,1
Honda City,553000,2015,1197,Yes,Manual,109919,2,DIESEL,8,2
Hyundai GRAND I10 NIOS,700000,2019,1197,Yes,Manual,65372,1,PETROL,8,2
Hyundai Grand i10,414000,2017,1197,Yes,Manual,73769,1,DIESEL,8,2
Honda City,649000,2014,1197,Yes,Manual,85845,1,PETROL,8,2
Volkswagen Polo,486000,2019,1197,Yes,Manual,60143,2,PETROL,8,2
Maruti Baleno,564000,2017,1197,Yes,Manual,43199,1,PETROL,8,2
2016 Maruti Alto 800 LXI,264000,2016,796,No,Manual,29295,1,PETROL,20,4
2016 Maruti Celerio VXI CNG,426000,2016,998,Yes,Manual,10347,1,CNG,17,5
Maruti Celerio,535000,2018,1197,Yes,Manual,29484,1,PETROL,8,2
Honda Brio,213400,2012,1197,Yes,Manual,83124,2,PETROL,8,2
Tata ALTROZ,626000,2021,1197,Yes,Manual,19164,1,PETROL,8,2
Hyundai Elite i20,593000,2019,1197,Yes,Manual,49409,1,PETROL,8,2
Maruti Swift,485000,2016,1197,Yes,Manual,65033,1,PETROL,8,2
Maruti IGNIS,573000,2018,1197,Yes,Manual,11662,1,PETROL,8,2
Hyundai Verna,556000,2013,1197,Yes,Manual,45232,1,PETROL,8,2
Maruti New Wagon-R,530000,2020,1197,Yes,Manual,61785,1,CNG,8,2
Hyundai Verna,603000,2014,1197,Yes,Manual,22620,1,PETROL,8,2
Maruti Baleno,674000,2017,1197,Yes,Manual,14321,1,PETROL,8,2
Tata Tiago,803000,2022,1197,Yes,Manual,38158,1,CNG,8,2
Maruti Alto 800,306000,2018,1197,Yes,Manual,18047,1,PETROL,8,2
Renault Kwid,353000,2018,1197,Yes,Manual,30580,1,PETROL,8,2
Maruti S PRESSO,429000,2019,1197,Yes,Manual,33484,1,PETROL,8,2
2017 Maruti Swift VXI,563000,2017,1197,No,Manual,37343,1,PETROL,11,8
Ford FREESTYLE,543000,2018,1197,Yes,Manual,36970,1,DIESEL,8,2
Renault Kiger,789000,2021,1197,Yes,Manual,13481,1,PETROL,8,2
Hyundai Elite i20,762400,2018,1197,Yes,Manual,55152,1,PETROL,8,2
Maruti Swift,513750,2019,1197,Yes,Manual,10616,1,PETROL,8,2
2021 Maruti New Wagon-R VXI 1.2,513000,2021,1197,Yes,Manual,7994,1,PETROL,7,4
Tata Harrier,1989000,2022,1197,Yes,Manual,35382,1,DIESEL,8,2
2015 Maruti Wagon R 1.0 LXI CNG,353000,2015,998,Yes,Manual,52646,1,CNG,13,2
Hyundai i10,307000,2015,1197,Yes,Manual,71205,2,PETROL,8,2
Maruti Alto 800,270000,2012,1197,Yes,Manual,21178,1,PETROL,8,2
Maruti XL6,1193000,2021,1197,Yes,Manual,5071,1,PETROL,8,2
Maruti Ciaz,511000,2017,1197,Yes,Manual,34483,1,PETROL,8,2
Honda Amaze,615000,2021,1197,Yes,Manual,71423,1,PETROL,8,2
Maruti Swift Dzire,694000,2016,1197,Yes,Manual,59197,1,PETROL,8,2
Honda City,678000,2016,1197,Yes,Manual,53355,1,PETROL,8,2
Hyundai Grand i10,431000,2015,1197,Yes,Manual,86060,2,PETROL,8,2
Hyundai Grand i10,548000,2017,1197,Yes,Manual,26678,2,PETROL,8,2
Ford Ecosport,403000,2014,1197,Yes,Manual,47208,1,PETROL,8,2
2014 Maruti Alto 800 LXI,211000,2014,796,Yes,Manual,60963,1,PETROL,21,7
2019 Maruti Baleno ZETA PETROL 1.2,561000,2019,1197,Yes,Manual,59602,2,PETROL,15,5
Maruti Vitara Brezza,874000,2017,1197,Yes,Manual,51441,1,DIESEL,8,2
Maruti Celerio,364000,2015,1197,Yes,Manual,28309,1,PETROL,8,2
Maruti S PRESSO,472000,2021,1197,Yes,Manual,32020,1,CNG,8,2
2017 Maruti Alto K10 VXI,334000,2017,998,No,Manual,72033,1,PETROL,19,11
Renault Kiger,1003000,2021,1197,Yes,Manual,16082,1,PETROL,8,2
Maruti Swift,542000,2019,1197,Yes,Manual,28793,1,PETROL,8,2
Maruti IGNIS,522000,2019,1197,Yes,Manual,20364,1,PETROL,8,2
Hyundai Grand i10,477000,2017,1197,Yes,Manual,28388,2,PETROL,8,2
Maruti S PRESSO,457000,2021,1197,Yes,Manual,34169,1,PETROL,8,2
Hyundai Grand i10,515000,2015,1197,Yes,Manual,44212,2,PETROL,8,2
Maruti Swift,454000,2012,1197,Yes,Manual,89691,1,DIESEL,8,2
Maruti Swift,605000,2019,1197,Yes,Manual,47262,1,PETROL,8,2
2017 Maruti Celerio VXI,349000,2017,998,Yes,Manual,56638,1,PETROL,0,0
Volkswagen Polo,554000,2019,1197,Yes,Manual,56980,2,PETROL,8,2
Hyundai Grand i10,533000,2017,1197,Yes,Manual,16634,2,PETROL,8,2
Maruti Swift Dzire,865000,2014,1197,Yes,Manual,13243,1,PETROL,8,2
Maruti Baleno,567000,2015,1197,Yes,Manual,55183,1,PETROL,8,2
Honda Jazz,549225,2017,1197,Yes,Manual,95581,1,PETROL,8,2
Hyundai Elite i20,626000,2016,1197,Yes,Manual,56346,2,PETROL,8,2
Hyundai i10,350000,2015,1197,Yes,Manual,45815,1,PETROL,8,2
Hyundai i10,303000,2013,1197,Yes,Manual,74181,1,PETROL,8,2
Honda Amaze,1102000,2019,1197,Yes,Manual,15680,1,PETROL,8,2
2019 Maruti Ciaz DELTA 1.5 SHVS MT PETROL,733000,2019,1462,Yes,Manual,46573,1,PETROL,20,2
Ford Ecosport,497000,2015,1197,Yes,Manual,92975,1,PETROL,8,2
KIA SELTOS,1592000,2019,1197,Yes,Manual,54302,1,DIESEL,8,2
Maruti Alto 800,350000,2018,1197,Yes,Manual,8458,1,PETROL,8,2
Maruti Ciaz,618000,2016,1197,Yes,Manual,56282,1,PETROL,8,2
Hyundai i20 Active,577000,2017,1197,Yes,Manual,61047,2,PETROL,8,2
Honda Jazz,545000,2016,1197,Yes,Manual,36968,1,PETROL,8,2
2020 Maruti Baleno ALPHA CVT PETROL 1.2,744000,2020,1197,Yes,Automatic,72538,1,PETROL,6,8
Hyundai GRAND I10 NIOS,621000,2019,1197,Yes,Manual,54670,2,PETROL,8,2
2012 Maruti Swift VXI,265000,2012,1197,No,Manual,34096,1,PETROL,12,15
Maruti Dzire,828000,2020,1197,Yes,Manual,2191,1,PETROL,8,2
Maruti Celerio,393000,2017,1197,Yes,Manual,79381,1,PETROL,8,2
Maruti Swift Dzire,398000,2013,1197,Yes,Manual,73371,1,PETROL,8,2
Maruti Baleno,742000,2020,1197,Yes,Manual,22438,1,PETROL,8,2
Maruti Alto 800,287000,2017,1197,Yes,Manual,61475,2,PETROL,8,2
Toyota Etios Liva,249000,2013,1197,Yes,Manual,77156,1,PETROL,8,2
Hyundai i20,418000,2013,1197,Yes,Manual,72256,1,PETROL,8,2
Ford Ecosport,1002000,2019,1197,Yes,Manual,42354,1,DIESEL,8,2
Maruti New Wagon-R,533000,2021,1197,Yes,Manual,95966,1,CNG,8,2
Maruti Alto 800,306000,2015,1197,Yes,Manual,16285,1,PETROL,8,2
Maruti IGNIS,501000,2018,1197,Yes,Manual,13535,2,PETROL,8,2
Honda Brio,317000,2013,1197,Yes,Manual,59493,1,PETROL,8,2
2017 Maruti Wagon R 1.0 VXI AMT,424000,2017,998,No,Automatic,36404,2,PETROL,7,9
Maruti Baleno,639000,2017,1197,Yes,Manual,79456,1,PETROL,8,2
Renault Duster,1020000,2019,1197,Yes,Manual,44293,1,DIESEL,8,2
Maruti Swift,298000,2012,1197,Yes,Manual,41110,1,PETROL,8,2
Ford Ecosport,948000,2019,1197,Yes,Manual,41348,1,PETROL,8,2
Maruti Dzire,367000,2018,1197,Yes,Manual,74352,1,PETROL,8,2
Maruti Alto K10,332000,2018,1197,Yes,Manual,90092,1,PETROL,8,2
Maruti Alto K10,280000,2017,1197,Yes,Manual,44338,2,PETROL,8,2
2014 Maruti Celerio VXI AMT,376000,2014,998,Yes,Automatic,98335,1,PETROL,0,0
Maruti Dzire,703000,2019,1197,Yes,Manual,20199,2,PETROL,8,2
Tata Tiago,571000,2021,1197,Yes,Manual,30233,1,PETROL,8,2
2016 Maruti Celerio VXI CNG,385000,2016,998,No,Manual,90267,2,CNG,14,1
Honda City,940000,2017,1197,Yes,Manual,4756,1,PETROL,8,2
2021 Maruti Celerio ZXI PLUS AGS,650000,2021,998,Yes,Automatic,45807,1,PETROL,11,4
Volkswagen Polo,518000,2017,1197,Yes,Manual,54072,1,PETROL,8,2
Maruti Baleno,670000,2017,1197,Yes,Manual,42655,1,PETROL,8,2
Hyundai Elite i20,620000,2019,1197,Yes,Manual,30683,2,PETROL,8,2
Maruti Baleno,588000,2020,1197,Yes,Manual,61578,1,PETROL,8,2
2021 Maruti Baleno DELTA CVT PETROL 1.2,700000,2021,1197,Yes,Automatic,19045,1,PETROL,2,3
Hyundai Grand i10,441000,2016,1197,Yes,Manual,90995,2,PETROL,8,2
Volkswagen Polo,755000,2019,1197,Yes,Manual,68712,1,PETROL,8,2
Nissan MAGNITE,813000,2021,1197,Yes,Manual,33495,1,PETROL,8,2
Maruti Swift Dzire,803000,2016,1197,Yes,Manual,31615,1,PETROL,8,2
Hyundai Grand i10,371000,2014,1197,Yes,Manual,30233,3,PETROL,8,2
Renault Kwid,573000,2022,1197,Yes,Manual,8786,1,PETROL,8,2
Nissan Micra Active,315000,2014,1197,Yes,Manual,65170,2,PETROL,8,2
2014 Maruti Swift Dzire VXI,412000,2014,1197,Yes,Manual,124716,1,PETROL,0,0
Maruti Wagon R 1.0,399000,2017,1197,Yes,Manual,33789,1,PETROL,8,2
Maruti Swift,448000,2015,1197,Yes,Manual,83590,2,PETROL,8,2
Hyundai Elite i20,620250,2019,1197,Yes,Manual,78183,1,PETROL,8,2
Maruti Alto,414000,2021,1197,Yes,Manual,26771,1,CNG,8,2
Toyota Glanza,708000,2021,1197,Yes,Manual,58508,1,PETROL,8,2
Maruti Swift,465000,2012,1197,Yes,Manual,66346,1,PETROL,8,2
Hyundai Grand i10,419000,2014,1197,Yes,Manual,94278,1,DIESEL,8,2
Maruti Ritz,303000,2013,1197,Yes,Manual,107239,1,PETROL,8,2
Hyundai Elite i20,589000,2017,1197,Yes,Manual,56569,1,DIESEL,8,2
2022 Maruti Ciaz DELTA 1.5 SHVS MT PETROL,897000,2022,1462,Yes,Manual,16453,1,PETROL,0,0
Honda Jazz,451000,2016,1197,Yes,Manual,34902,3,PETROL,8,2
Maruti Baleno,717000,2021,1197,Yes,Manual,22521,1,PETROL,8,2
Hyundai Verna,614000,2014,1197,Yes,Manual,47609,1,PETROL,8,2
Maruti Alto,149000,2010,1197,Yes,Manual,49983,1,PETROL,8,2
Maruti Celerio,483000,2020,1197,Yes,Manual,37570,1,PETROL,8,2
Maruti New Wagon-R,610000,2020,1197,Yes,Manual,38035,2,CNG,8,2
Maruti Alto,338000,2021,1197,Yes,Manual,16415,1,PETROL,8,2
Hyundai Elite i20,524800,2017,1197,Yes,Manual,91600,1,PETROL,8,2
Maruti Baleno,645000,2019,1197,Yes,Manual,37865,1,PETROL,8,2
2022 Maruti S Cross SIGMA 1.5,816000,2022,1462,No,Manual,15983,1,PETROL,6,1
Hyundai i10,309000,2014,1197,Yes,Manual,50789,3,PETROL,8,2
Nissan MAGNITE,905000,2022,1197,Yes,Manual,10478,1,PETROL,8,2
Maruti Swift,593000,2019,1197,Yes,Manual,18670,1,PETROL,8,2
Hyundai i20,525000,2014,1197,Yes,Manual,47092,2,PETROL,8,2
Hyundai Santro Xing,226000,2013,1197,Yes,Manual,77272,2,PETROL,8,2
Maruti Alto K10,340000,2015,1197,Yes,Manual,53484,1,PETROL,8,2
Datsun Redi Go,327000,2019,1197,Yes,Manual,33615,1,PETROL,8,2
Hyundai Grand i10,522000,2016,1197,Yes,Manual,48026,1,PETROL,8,2
Tata Tiago,420000,2019,1197,Yes,Manual,122381,1,CNG,8,2
2013 Maruti Wagon R 1.0 VXI,275000,2013,998,No,Manual,45304,1,PETROL,13,12
Hyundai Elite i20,523000,2016,1197,Yes,Manual,29220,2,PETROL,8,2
Tata NEXON,803000,2019,1197,Yes,Manual,61905,1,PETROL,8,2
Maruti Dzire,508000,2017,1197,Yes,Manual,84712,1,PETROL,8,2
Maruti New Wagon-R,574000,2021,1197,Yes,Manual,44293,1,CNG,8,2
Hyundai Tucson New,1261000,2016,1197,Yes,Manual,34725,2,PETROL,8,2
2018 Maruti Alto K10 VXI AMT,346000,2018,998,Yes,Automatic,85701,1,PETROL,21,9
Honda Brio,321000,2013,1197,Yes,Manual,58790,1,PETROL,8,2
Maruti Wagon R 1.0,372000,2015,1197,Yes,Manual,27588,1,PETROL,8,2
Maruti Ertiga,696000,2015,1197,Yes,Manual,123237,1,CNG,8,2
Maruti Swift Dzire,622000,2013,1197,Yes,Manual,39682,2,PETROL,8,2
Hyundai Verna,666000,2016,1197,Yes,Manual,41207,1,PETROL,8,2
2017 Maruti Celerio ZXI,331000,2017,998,Yes,Manual,60005,3,PETROL,4,13
Maruti Swift,523000,2017,1197,Yes,Manual,31924,1,PETROL,8,2
Ford Ecosport,625000,2017,1197,Yes,Manual,51665,1,DIESEL,8,2
Honda City,520000,2015,1197,Yes,Manual,96488,2,PETROL,8,2
2022 Maruti Celerio VXI,494000,2022,998,No,Manual,12708,1,PETROL,9,2
Renault Kwid,492000,2021,1197,Yes,Manual,20733,1,PETROL,8,2
Renault Kiger,745000,2021,1197,Yes,Manual,15991,1,PETROL,8,2
Maruti Alto,391000,2020,1197,Yes,Manual,16411,1,PETROL,8,2
Maruti Baleno,564000,2017,1197,Yes,Manual,54407,1,PETROL,8,2
Hyundai Grand i10,638000,2017,1197,Yes,Manual,40570,1,PETROL,8,2
2021 Maruti S PRESSO VXI (O),411000,2021,998,Yes,Manual,15360,1,PETROL,27,3
Hyundai Grand i10,471000,2017,1197,Yes,Manual,46783,1,PETROL,8,2
2021 Maruti New Wagon-R VXI (O) 1.2 AMT,600000,2021,1197,No,Automatic,37541,1,PETROL,8,8
Maruti Wagon R Stingray,271000,2013,1197,Yes,Manual,61235,3,PETROL,8,2
Maruti Baleno,701000,2019,1197,Yes,Manual,15551,1,PETROL,8,2
Hyundai Grand i10,496200,2017,1197,Yes,Manual,42133,1,PETROL,8,2
2017 Maruti Dzire LXI,444000,2017,1197,Yes,Manual,89378,2,PETROL,8,8
Ford New Figo,675000,2020,1197,Yes,Manual,11383,1,PETROL,8,2
Maruti Swift Dzire,411000,2015,1197,Yes,Manual,62441,1,PETROL,8,2
2014 Maruti Swift VXI,487000,2014,1197,No,Manual,70716,1,PETROL,0,0
Hyundai Xcent,334000,2019,1197,Yes,Manual,58973,1,PETROL,8,2
2020 Maruti Dzire VXI,579000,2020,1197,Yes,Manual,61231,2,PETROL,3,5
Maruti Alto,528000,2022,1197,Yes,Manual,8502,1,CNG,8,2
Honda Brio,333000,2012,1197,Yes,Manual,61544,2,PETROL,8,2
Hyundai Verna,705000,2017,1197,Yes,Manual,71448,3,DIESEL,8,2
Maruti Dzire,1269000,2020,1197,Yes,Manual,47278,1,DIESEL,8,2
2020 Maruti Ciaz S 1.5 MT PETROL,852000,2020,1462,Yes,Manual,24961,1,PETROL,10,1
Maruti Baleno,613000,2019,1197,Yes,Manual,50252,1,PETROL,8,2
Maruti Alto K10,271000,2014,1197,Yes,Manual,46041,1,PETROL,8,2
Honda WR-V,666000,2017,1197,Yes,Manual,21850,1,PETROL,8,2
Tata Tiago,572000,2021,1197,Yes,Manual,37301,1,PETROL,8,2
Maruti Swift,485000,2014,1197,Yes,Manual,52507,1,PETROL,8,2
Tata TIGOR,272000,2018,1197,Yes,Manual,74369,1,PETROL,8,2
Maruti New Wagon-R,544000,2019,1197,Yes,Manual,41599,1,PETROL,8,2
Honda Jazz,428000,2015,1197,Yes,Manual,74079,2,PETROL,8,2
Honda City,852000,2012,1197,Yes,Manual,45413,1,PETROL,8,2
Maruti Wagon R 1.0,454000,2016,1197,Yes,Manual,66754,1,PETROL,8,2
Maruti Baleno,592000,2018,1197,Yes,Manual,44491,2,PETROL,8,2
Hyundai VENUE,1022000,2021,1197,Yes,Manual,54210,1,DIESEL,8,2
Maruti Baleno,710000,2018,1197,Yes,Manual,69269,1,PETROL,8,2
2016 Maruti Celerio ZXI AMT,379000,2016,998,No,Automatic,37597,2,PETROL,5,0
Maruti Wagon R 1.0,424350,2018,1197,Yes,Manual,43528,2,PETROL,8,2
Ford Ecosport,549000,2015,1197,Yes,Manual,58675,3,PETROL,8,2
Hyundai Elite i20,635000,2017,1197,Yes,Manual,51065,1,PETROL,8,2
Hyundai Creta,806000,2017,1197,Yes,Manual,64585,1,PETROL,8,2
2019 Maruti Swift ZXI AMT,697000,2019,1197,No,Automatic,21955,1,PETROL,12,0
Maruti Swift,582000,2017,1197,Yes,Manual,52858,1,PETROL,8,2
Maruti Baleno,637000,2016,1197,Yes,Manual,29782,2,PETROL,8,2
Maruti Alto,376000,2020,1197,Yes,Manual,28867,1,PETROL,8,2
Ford Ecosport,565000,2017,1197,Yes,Manual,39530,1,PETROL,8,2
Maruti Baleno,756000,2017,1197,Yes,Manual,33324,1,PETROL,8,2
2016 Maruti Ciaz VDI SHVS,566000,2016,1248,Yes,Manual,96990,1,DIESEL,5,2
Honda City,404000,2014,1197,Yes,Manual,70330,2,DIESEL,8,2
Maruti Baleno,615000,2017,1197,Yes,Manual,27626,1,PETROL,8,2
Hyundai Grand i10,439000,2017,1197,Yes,Manual,107891,2,PETROL,8,2
Hyundai Xcent,393000,2017,1197,Yes,Manual,63055,1,PETROL,8,2
Jeep GRAND CHEROKEE,2666000,2016,1197,Yes,Manual,91825,1,DIESEL,8,2
2017 Maruti Baleno DELTA PETROL 1.2,490000,2017,1197,Yes,Manual,47472,1,PETROL,12,5
Ford Endeavour,2192000,2019,1197,Yes,Manual,94389,1,DIESEL,8,2
Maruti Alto K10,305000,2017,1197,Yes,Manual,30446,2,PETROL,8,2
Hyundai i10,276000,2015,1197,Yes,Manual,52673,1,PETROL,8,2
Maruti Swift,458000,2017,1197,Yes,Manual,76039,1,PETROL,8,2
Maruti Celerio,572000,2022,1197,Yes,Manual,10773,1,PETROL,8,2
2021 Maruti S PRESSO VXI+,456000,2021,998,No,Manual,34267,2,PETROL,10,1
Hyundai Grand i10,492000,2017,1197,Yes,Manual,66757,2,PETROL,8,2
Ford Ecosport,884000,2018,1197,Yes,Manual,43481,2,PETROL,8,2
Hyundai Grand i10,494000,2017,1197,Yes,Manual,28749,1,PETROL,8,2
Hyundai Creta,868000,2016,1197,Yes,Manual,70257,1,PETROL,8,2
2015 Maruti Celerio ZXI,414000,2015,998,No,Manual,31672,1,PETROL,6,3
Hyundai Grand i10,432500,2015,1197,Yes,Manual,49048,2,PETROL,8,2
Maruti Wagon R 1.0,460000,2016,1197,Yes,Manual,80190,1,PETROL,8,2
Maruti Alto K10,347000,2018,1197,Yes,Manual,18367,2,PETROL,8,2
Hyundai Eon,236000,2017,1197,Yes,Manual,79812,1,PETROL,8,2
Honda City,599000,2017,1197,Yes,Manual,73697,1,PETROL,8,2
2018 Maruti Swift VDI,610000,2018,1248,No,Manual,72273,2,DIESEL,0,0
Maruti Swift,374000,2015,1197,Yes,Manual,70706,1,PETROL,8,2
Hyundai Xcent,711000,2014,1197,Yes,Manual,24934,1,PETROL,8,2
Hyundai Grand i10,547000,2019,1197,Yes,Manual,89381,1,CNG,8,2
2014 Maruti Ciaz ZXI,427000,2014,1373,Yes,Manual,81914,1,PETROL,5,3
Hyundai Xcent,477000,2017,1197,Yes,Manual,53751,1,PETROL,8,2
Hyundai Elite i20,619000,2018,1197,Yes,Manual,41996,1,CNG,8,2
Maruti Swift,335000,2014,1197,Yes,Manual,59786,1,PETROL,8,2
Maruti Swift,684000,2018,1197,Yes,Manual,42166,2,PETROL,8,2
Maruti Swift,416000,2013,1197,Yes,Manual,85326,2,DIESEL,8,2
Hyundai Grand i10,421000,2016,1197,Yes,Manual,42428,1,PETROL,8,2
Maruti Vitara Brezza,812000,2019,1197,Yes,Manual,40155,1,DIESEL,8,2
Hyundai Eon,332000,2017,1197,Yes,Manual,31803,1,PETROL,8,2
2020 Maruti Baleno DELTA PETROL 1.2,553000,2020,1197,No,Manual,27940,2,PETROL,7,0
Honda WR-V,1026000,2021,1197,Yes,Manual,71880,1,DIESEL,8,2
2015 Maruti Wagon R 1.0 VXI,338000,2015,998,No,Manual,16624,1,PETROL,5,2
Renault Kwid,243000,2016,1197,Yes,Manual,102665,1,PETROL,8,2
Hyundai Grand i10,516000,2017,1197,Yes,Manual,38904,1,PETROL,8,2
Maruti Alto 800,295000,2016,1197,Yes,Manual,68645,1,PETROL,8,2
Hyundai GRAND I10 NIOS,764000,2019,1197,Yes,Manual,6327,1,PETROL,8,2
Hyundai i20,544000,2014,1197,Yes,Manual,53677,1,PETROL,8,2
Mahindra XUV500,1531000,2017,1197,Yes,Manual,30728,1,DIESEL,8,2
Tata Tiago,610000,2019,1197,Yes,Manual,51729,2,DIESEL,8,2
Hyundai GRAND I10 NIOS,746000,2020,1197,Yes,Manual,44498,1,CNG,8,2
Maruti Alto 800,219000,2013,1197,Yes,Manual,108636,1,PETROL,8,2
Skoda Rapid,460000,2021,1197,Yes,Manual,114377,2,PETROL,8,2
Hyundai Elite i20,741000,2018,1197,Yes,Manual,86925,1,DIESEL,8,2
Maruti Baleno,520000,2017,1197,Yes,Manual,84422,1,PETROL,8,2
Hyundai Grand i10,530000,2017,1197,Yes,Manual,48732,1,PETROL,8,2
Maruti Baleno,712000,2019,1197,Yes,Manual,23126,1,PETROL,8,2
Mahindra XUV 3OO,883000,2019,1197,Yes,Manual,90111,1,DIESEL,8,2
Mahindra XUV500,1076350,2017,1197,Yes,Manual,77254,1,DIESEL,8,2
Hyundai Grand i10,429000,2014,1197,Yes,Manual,62639,2,DIESEL,8,2
Maruti Swift,538000,2017,1197,Yes,Manual,84289,2,PETROL,8,2
Renault Duster,755000,2019,1197,Yes,Manual,100579,2,DIESEL,8,2
